Latitude,Longitude,Policy_Year,Avg_Wind_Speed,Avg_Pressure,Avg_Dist2Land,Total_Insured_Value,Premium,Losses
4.8,-52.5,2000,29.253190634222637,1013.0,427.2518600894249,620412.0,5773.0,51727.0
4.8,-52.5,2001,29.253190634222637,1013.0,427.2518600894249,629718.0,5889.0,0.0
4.8,-52.5,2002,29.253190634222637,1013.0,427.2518600894249,644894.0,6006.0,0.0
4.8,-52.5,2003,29.253190634222637,1013.0,427.2518600894249,656438.0,6126.0,0.0
4.8,-52.5,2004,29.253190634222637,1013.0,427.2518600894249,670354.0,6249.0,0.0
4.8,-52.5,2005,29.253190634222637,1013.0,427.2518600894249,684499.0,6374.0,0.0
4.8,-52.5,2006,29.253190634222637,1013.0,427.2518600894249,701200.0,6501.0,0.0
4.8,-52.5,2007,29.253190634222637,1013.0,427.2518600894249,712630.0,6631.0,0.0
4.8,-52.5,2008,29.253190634222637,1013.0,427.2518600894249,725885.0,6764.0,0.0
4.8,-52.5,2009,29.253190634222637,1013.0,427.2518600894249,736773.0,6899.0,0.0
4.8,-52.5,2010,29.253190634222637,1013.0,427.2518600894249,754308.0,7037.0,0.0
4.8,-52.5,2011,29.253190634222637,1013.0,427.2518600894249,772185.0,7178.0,41490.0
4.8,-52.5,2012,29.253190634222637,1013.0,427.2518600894249,788942.0,7322.0,0.0
4.8,-52.5,2013,29.253190634222637,1013.0,427.2518600894249,802117.0,7468.0,0.0
4.8,-52.5,2014,29.253190634222637,1013.0,427.2518600894249,819443.0,7617.0,0.0
4.8,-52.5,2015,29.253190634222637,1013.0,427.2518600894249,839027.0,7770.0,0.0
4.8,-52.5,2016,29.253190634222637,1013.0,427.2518600894249,855808.0,7925.0,0.0
4.8,-52.5,2017,29.253190634222637,1013.0,427.2518600894249,876775.0,8084.0,0.0
4.8,-52.5,2018,29.253190634222637,1013.0,427.2518600894249,892645.0,8245.0,0.0
4.8,-52.5,2019,29.253190634222637,1013.0,427.2518600894249,912283.0,8410.0,0.0
4.8,-52.5,2020,29.253190634222637,1013.0,427.2518600894249,930985.0,8579.0,0.0
4.8,-52.5,2021,29.253190634222637,1013.0,427.2518600894249,947091.0,8750.0,0.0
7.2,-74.4,1985,29.253190634222637,1013.0,427.2518600894249,259184.0,1970.0,0.0
7.2,-74.4,1986,29.253190634222637,1013.0,427.2518600894249,265249.0,2010.0,0.0
7.2,-74.4,1987,29.253190634222637,1013.0,427.2518600894249,271244.0,2050.0,0.0
7.2,-74.4,1988,29.253190634222637,1013.0,427.2518600894249,277781.0,2091.0,0.0
7.2,-74.4,1989,29.253190634222637,1013.0,427.2518600894249,283864.0,2133.0,0.0
7.2,-74.4,1990,29.253190634222637,1013.0,427.2518600894249,289002.0,2175.0,0.0
7.2,-74.4,1991,29.253190634222637,1013.0,427.2518600894249,295967.0,2219.0,0.0
7.2,-74.4,1992,29.253190634222637,1013.0,427.2518600894249,301649.0,2263.0,0.0
7.2,-74.4,1993,29.253190634222637,1013.0,427.2518600894249,306717.0,2308.0,0.0
7.2,-74.4,1994,29.253190634222637,1013.0,427.2518600894249,311379.0,2355.0,16647.0
7.2,-74.4,1995,29.253190634222637,1013.0,427.2518600894249,317825.0,2402.0,0.0
7.2,-74.4,1996,29.253190634222637,1013.0,427.2518600894249,325135.0,2450.0,14576.0
7.2,-74.4,1997,29.253190634222637,1013.0,427.2518600894249,330987.0,2499.0,0.0
7.2,-74.4,1998,29.253190634222637,1013.0,427.2518600894249,338501.0,2549.0,0.0
7.2,-74.4,1999,29.253190634222637,1013.0,427.2518600894249,346625.0,2600.0,0.0
7.2,-74.4,2000,29.253190634222637,1013.0,427.2518600894249,353280.0,2652.0,0.0
7.2,-74.4,2001,29.253190634222637,1013.0,427.2518600894249,359709.0,2705.0,0.0
7.2,-74.4,2002,29.253190634222637,1013.0,427.2518600894249,367767.0,2759.0,0.0
7.2,-74.4,2003,29.253190634222637,1013.0,427.2518600894249,373762.0,2814.0,0.0
7.2,-74.4,2004,29.253190634222637,1013.0,427.2518600894249,382694.0,2870.0,19661.0
7.2,-74.4,2005,29.253190634222637,1013.0,427.2518600894249,389277.0,2928.0,0.0
7.2,-74.4,2006,29.253190634222637,1013.0,427.2518600894249,396907.0,2986.0,0.0
7.2,-74.4,2007,29.253190634222637,1013.0,427.2518600894249,403416.0,3046.0,0.0
7.2,-74.4,2008,29.253190634222637,1013.0,427.2518600894249,412735.0,3107.0,0.0
7.2,-74.4,2009,29.253190634222637,1013.0,427.2518600894249,419173.0,3169.0,0.0
7.2,-74.4,2010,29.253190634222637,1013.0,427.2518600894249,425671.0,3232.0,0.0
7.2,-74.4,2011,29.253190634222637,1013.0,427.2518600894249,436185.0,3297.0,0.0
7.2,-74.4,2012,29.253190634222637,1013.0,427.2518600894249,443949.0,3363.0,0.0
7.2,-74.4,2013,29.253190634222637,1013.0,427.2518600894249,452561.0,3430.0,0.0
7.2,-74.4,2014,29.253190634222637,1013.0,427.2518600894249,462156.0,3499.0,0.0
7.2,-74.4,2015,29.253190634222637,1013.0,427.2518600894249,470243.0,3569.0,0.0
7.2,-74.4,2016,29.253190634222637,1013.0,427.2518600894249,478191.0,3640.0,0.0
7.2,-74.4,2017,29.253190634222637,1013.0,427.2518600894249,488806.0,3713.0,0.0
7.2,-74.4,2018,29.253190634222637,1013.0,427.2518600894249,498143.0,3787.0,0.0
7.2,-74.4,2019,29.253190634222637,1013.0,427.2518600894249,508703.0,3863.0,0.0
7.2,-74.4,2020,29.253190634222637,1013.0,427.2518600894249,520759.0,3940.0,0.0
7.2,-74.4,2021,29.253190634222637,1013.0,427.2518600894249,529352.0,4019.0,0.0
15.0,-83.7,1985,42.6530612244898,997.1224489795918,362.5299540092096,200943.0,1337.0,0.0
15.0,-83.7,1986,42.6530612244898,997.1224489795918,362.5299540092096,204278.0,1363.0,0.0
15.0,-83.7,1987,42.6530612244898,997.1224489795918,362.5299540092096,208773.0,1391.0,0.0
15.0,-83.7,1988,42.6530612244898,997.1224489795918,362.5299540092096,212990.0,1419.0,0.0
15.0,-83.7,1989,42.6530612244898,997.1224489795918,362.5299540092096,216589.0,1447.0,0.0
15.0,-83.7,1990,42.6530612244898,997.1224489795918,362.5299540092096,220076.0,1476.0,0.0
15.0,-83.7,1991,42.6530612244898,997.1224489795918,362.5299540092096,223664.0,1505.0,0.0
15.0,-83.7,1992,42.6530612244898,997.1224489795918,362.5299540092096,228786.0,1535.0,0.0
15.0,-83.7,1993,42.6530612244898,997.1224489795918,362.5299540092096,233544.0,1566.0,0.0
15.0,-83.7,1994,42.6530612244898,997.1224489795918,362.5299540092096,238332.0,1598.0,0.0
15.0,-83.7,1995,42.6530612244898,997.1224489795918,362.5299540092096,242884.0,1629.0,0.0
15.0,-83.7,1996,42.6530612244898,997.1224489795918,362.5299540092096,247815.0,1662.0,0.0
15.0,-83.7,1997,42.6530612244898,997.1224489795918,362.5299540092096,253192.0,1695.0,0.0
15.0,-83.7,1998,42.6530612244898,997.1224489795918,362.5299540092096,258940.0,1729.0,0.0
15.0,-83.7,1999,42.6530612244898,997.1224489795918,362.5299540092096,263704.0,1764.0,0.0
15.0,-83.7,2000,42.6530612244898,997.1224489795918,362.5299540092096,269479.0,1799.0,0.0
15.0,-83.7,2001,42.6530612244898,997.1224489795918,362.5299540092096,274545.0,1835.0,0.0
15.0,-83.7,2002,42.6530612244898,997.1224489795918,362.5299540092096,278938.0,1872.0,0.0
15.0,-83.7,2003,42.6530612244898,997.1224489795918,362.5299540092096,284182.0,1909.0,0.0
15.0,-83.7,2004,42.6530612244898,997.1224489795918,362.5299540092096,290406.0,1947.0,0.0
15.0,-83.7,2005,42.6530612244898,997.1224489795918,362.5299540092096,295517.0,1986.0,11541.0
15.0,-83.7,2006,42.6530612244898,997.1224489795918,362.5299540092096,301043.0,2026.0,0.0
15.0,-83.7,2007,42.6530612244898,997.1224489795918,362.5299540092096,307847.0,2067.0,0.0
15.0,-83.7,2008,42.6530612244898,997.1224489795918,362.5299540092096,313080.0,2108.0,0.0
15.0,-83.7,2009,42.6530612244898,997.1224489795918,362.5299540092096,319373.0,2150.0,0.0
15.0,-83.7,2010,42.6530612244898,997.1224489795918,362.5299540092096,324291.0,2193.0,0.0
15.0,-83.7,2011,42.6530612244898,997.1224489795918,362.5299540092096,332139.0,2237.0,0.0
15.0,-83.7,2012,42.6530612244898,997.1224489795918,362.5299540092096,338948.0,2282.0,0.0
15.0,-83.7,2013,42.6530612244898,997.1224489795918,362.5299540092096,344100.0,2327.0,0.0
15.0,-83.7,2014,42.6530612244898,997.1224489795918,362.5299540092096,351739.0,2374.0,0.0
15.0,-83.7,2015,42.6530612244898,997.1224489795918,362.5299540092096,358985.0,2421.0,20218.0
15.0,-83.7,2016,42.6530612244898,997.1224489795918,362.5299540092096,366811.0,2470.0,0.0
15.0,-83.7,2017,42.6530612244898,997.1224489795918,362.5299540092096,374844.0,2519.0,0.0
15.0,-83.7,2018,42.6530612244898,997.1224489795918,362.5299540092096,382491.0,2570.0,19143.0
15.0,-83.7,2019,42.6530612244898,997.1224489795918,362.5299540092096,389988.0,2621.0,0.0
15.0,-83.7,2020,42.6530612244898,997.1224489795918,362.5299540092096,399035.0,2673.0,0.0
15.0,-83.7,2021,42.6530612244898,997.1224489795918,362.5299540092096,407016.0,2727.0,0.0
17.2,-89.0,1985,47.28813559322034,996.0677966101695,659.4109764945999,371785.0,2698.0,0.0
17.2,-89.0,1986,47.28813559322034,996.0677966101695,659.4109764945999,379370.0,2752.0,0.0
17.2,-89.0,1987,47.28813559322034,996.0677966101695,659.4109764945999,388512.0,2807.0,0.0
17.2,-89.0,1988,47.28813559322034,996.0677966101695,659.4109764945999,397137.0,2863.0,16290.0
17.2,-89.0,1989,47.28813559322034,996.0677966101695,659.4109764945999,406867.0,2920.0,0.0
17.2,-89.0,1990,47.28813559322034,996.0677966101695,659.4109764945999,415859.0,2979.0,0.0
17.2,-89.0,1991,47.28813559322034,996.0677966101695,659.4109764945999,422596.0,3038.0,0.0
17.2,-89.0,1992,47.28813559322034,996.0677966101695,659.4109764945999,431132.0,3099.0,0.0
17.2,-89.0,1993,47.28813559322034,996.0677966101695,659.4109764945999,439496.0,3161.0,0.0
17.2,-89.0,1994,47.28813559322034,996.0677966101695,659.4109764945999,449912.0,3224.0,0.0
17.2,-89.0,1995,47.28813559322034,996.0677966101695,659.4109764945999,457921.0,3289.0,0.0
17.2,-89.0,1996,47.28813559322034,996.0677966101695,659.4109764945999,468865.0,3354.0,0.0
17.2,-89.0,1997,47.28813559322034,996.0677966101695,659.4109764945999,478289.0,3422.0,0.0
17.2,-89.0,1998,47.28813559322034,996.0677966101695,659.4109764945999,488190.0,3490.0,0.0
17.2,-89.0,1999,47.28813559322034,996.0677966101695,659.4109764945999,497514.0,3560.0,0.0
17.2,-89.0,2000,47.28813559322034,996.0677966101695,659.4109764945999,507813.0,3631.0,0.0
17.2,-89.0,2001,47.28813559322034,996.0677966101695,659.4109764945999,516344.0,3704.0,0.0
17.2,-89.0,2002,47.28813559322034,996.0677966101695,659.4109764945999,526258.0,3778.0,0.0
17.2,-89.0,2003,47.28813559322034,996.0677966101695,659.4109764945999,534731.0,3853.0,0.0
17.2,-89.0,2004,47.28813559322034,996.0677966101695,659.4109764945999,548046.0,3930.0,0.0
17.2,-89.0,2005,47.28813559322034,996.0677966101695,659.4109764945999,559061.0,4009.0,0.0
17.2,-89.0,2006,47.28813559322034,996.0677966101695,659.4109764945999,568901.0,4089.0,0.0
17.2,-89.0,2007,47.28813559322034,996.0677966101695,659.4109764945999,581985.0,4171.0,0.0
17.2,-89.0,2008,47.28813559322034,996.0677966101695,659.4109764945999,595488.0,4254.0,0.0
17.2,-89.0,2009,47.28813559322034,996.0677966101695,659.4109764945999,609243.0,4339.0,0.0
17.2,-89.0,2010,47.28813559322034,996.0677966101695,659.4109764945999,622708.0,4426.0,0.0
17.2,-89.0,2011,47.28813559322034,996.0677966101695,659.4109764945999,632920.0,4515.0,0.0
17.2,-89.0,2012,47.28813559322034,996.0677966101695,659.4109764945999,646021.0,4605.0,0.0
17.2,-89.0,2013,47.28813559322034,996.0677966101695,659.4109764945999,657973.0,4697.0,0.0
17.2,-89.0,2014,47.28813559322034,996.0677966101695,659.4109764945999,671527.0,4791.0,0.0
17.2,-89.0,2015,47.28813559322034,996.0677966101695,659.4109764945999,683144.0,4887.0,0.0
17.2,-89.0,2016,47.28813559322034,996.0677966101695,659.4109764945999,697490.0,4984.0,0.0
17.2,-89.0,2017,47.28813559322034,996.0677966101695,659.4109764945999,709348.0,5084.0,0.0
17.2,-89.0,2018,47.28813559322034,996.0677966101695,659.4109764945999,722471.0,5186.0,0.0
17.2,-89.0,2019,47.28813559322034,996.0677966101695,659.4109764945999,739810.0,5290.0,0.0
17.2,-89.0,2020,47.28813559322034,996.0677966101695,659.4109764945999,750907.0,5395.0,0.0
17.2,-89.0,2021,47.28813559322034,996.0677966101695,659.4109764945999,763147.0,5503.0,0.0
18.0,-77.2,1985,65.83333333333333,981.9166666666666,135.9153589327211,179338.0,1715.0,0.0
18.0,-77.2,1986,65.83333333333333,981.9166666666666,135.9153589327211,182979.0,1750.0,0.0
18.0,-77.2,1987,65.83333333333333,981.9166666666666,135.9153589327211,185852.0,1784.0,0.0
18.0,-77.2,1988,65.83333333333333,981.9166666666666,135.9153589327211,189494.0,1820.0,0.0
18.0,-77.2,1989,65.83333333333333,981.9166666666666,135.9153589327211,194004.0,1857.0,0.0
18.0,-77.2,1990,65.83333333333333,981.9166666666666,135.9153589327211,197458.0,1894.0,0.0
18.0,-77.2,1991,65.83333333333333,981.9166666666666,135.9153589327211,202216.0,1932.0,0.0
18.0,-77.2,1992,65.83333333333333,981.9166666666666,135.9153589327211,206443.0,1970.0,0.0
18.0,-77.2,1993,65.83333333333333,981.9166666666666,135.9153589327211,211191.0,2010.0,0.0
18.0,-77.2,1994,65.83333333333333,981.9166666666666,135.9153589327211,216471.0,2050.0,0.0
18.0,-77.2,1995,65.83333333333333,981.9166666666666,135.9153589327211,220497.0,2091.0,0.0
18.0,-77.2,1996,65.83333333333333,981.9166666666666,135.9153589327211,225480.0,2133.0,0.0
18.0,-77.2,1997,65.83333333333333,981.9166666666666,135.9153589327211,230058.0,2175.0,12486.0
18.0,-77.2,1998,65.83333333333333,981.9166666666666,135.9153589327211,235648.0,2219.0,0.0
18.0,-77.2,1999,65.83333333333333,981.9166666666666,135.9153589327211,240078.0,2263.0,0.0
18.0,-77.2,2000,65.83333333333333,981.9166666666666,135.9153589327211,245120.0,2308.0,0.0
18.0,-77.2,2001,65.83333333333333,981.9166666666666,135.9153589327211,249851.0,2355.0,0.0
18.0,-77.2,2002,65.83333333333333,981.9166666666666,135.9153589327211,254573.0,2402.0,0.0
18.0,-77.2,2003,65.83333333333333,981.9166666666666,135.9153589327211,259690.0,2450.0,0.0
18.0,-77.2,2004,65.83333333333333,981.9166666666666,135.9153589327211,264156.0,2499.0,0.0
18.0,-77.2,2005,65.83333333333333,981.9166666666666,135.9153589327211,268885.0,2549.0,0.0
18.0,-77.2,2006,65.83333333333333,981.9166666666666,135.9153589327211,273913.0,2600.0,0.0
18.0,-77.2,2007,65.83333333333333,981.9166666666666,135.9153589327211,280240.0,2652.0,0.0
18.0,-77.2,2008,65.83333333333333,981.9166666666666,135.9153589327211,285060.0,2705.0,0.0
18.0,-77.2,2009,65.83333333333333,981.9166666666666,135.9153589327211,289935.0,2759.0,0.0
18.0,-77.2,2010,65.83333333333333,981.9166666666666,135.9153589327211,294313.0,2814.0,0.0
