Latitude,Longitude,Total_Insured_Value,Premium,Losses,Policy_Year,Avg_Wind_Speed,Avg_Pressure,Avg_Dist2Land,Premium_BoxCox,Standardized_Residuals,Premium_Ratio,Premium_Ratio_BoxCox
19.0,-100.1,481577.0,4424.0,0.0,2011,27.5,1003.1666666666666,873.1874457541227,8.67917757666999,0.38631379583215797,0.009186485234967616,-1.4060916789575186
19.0,-100.1,490631.0,4513.0,0.0,2012,27.5,1003.1666666666666,873.1874457541227,8.700461629508373,0.4032867047076099,0.009198358848095615,-1.4060389761984746
19.0,-100.1,498432.0,4603.0,0.0,2013,27.5,1003.1666666666666,873.1874457541227,8.721565495027415,0.42168009084922314,0.009234960837185413,-1.4058766488114331
19.0,-100.1,507354.0,4695.0,0.0,2014,27.5,1003.1666666666666,873.1874457541227,8.742719369895466,0.4386120775757256,0.009253893731004388,-1.4057927629413045
19.0,-100.1,516131.0,4789.0,0.0,2015,27.5,1003.1666666666666,873.1874457541227,8.763912538825288,0.4558223835883042,0.009278652125138773,-1.4056831483105487
19.0,-100.1,527538.0,4884.0,0.0,2016,27.5,1003.1666666666666,873.1874457541227,8.78491592885248,0.46904137555045616,0.009258100838233455,-1.4057741299437712
19.0,-100.1,539302.0,4982.0,0.0,2017,27.5,1003.1666666666666,873.1874457541227,8.806162066201082,0.48220849905419433,0.009237866724024758,-1.4058637701662027
19.0,-100.1,549387.0,5082.0,0.0,2018,27.5,1003.1666666666666,873.1874457541227,8.827418603393431,0.49773418589580376,0.009250309890841975,-1.4058086376541492
19.0,-100.1,558397.0,5183.0,0.0,2019,27.5,1003.1666666666666,873.1874457541227,8.848470589789455,0.514391556913219,0.009281926657915426,-1.4056686576988617
19.0,-100.1,568615.0,5287.0,0.0,2020,27.5,1003.1666666666666,873.1874457541227,8.869726777152053,0.5297459478581533,0.009298031181027585,-1.4055974148576198
19.0,-100.1,579021.0,5393.0,50262.0,2021,27.5,1003.1666666666666,873.1874457541227,8.890969069331405,0.36424608010353676,0.009313997247077394,-1.4055268232217721
7.2,-74.4,259184.0,1970.0,0.0,1985,40.95446688791169,1013.0,598.1526041251948,7.817497707311058,0.040975915391794605,0.007600777825791716,-1.4133409134540553
7.2,-74.4,265249.0,2010.0,0.0,1986,40.95446688791169,1013.0,598.1526041251948,7.838840943446568,0.062182197957299415,0.007577785401641476,-1.4134493777266472
7.2,-74.4,271244.0,2050.0,0.0,1987,40.95446688791169,1013.0,598.1526041251948,7.859766882957128,0.08272791063630613,0.007557770863134299,-1.4135438793229504
7.2,-74.4,277781.0,2091.0,0.0,1988,40.95446688791169,1013.0,598.1526041251948,7.880799702236209,0.10271019406829711,0.007527512680852902,-1.4136868989628086
7.2,-74.4,283864.0,2133.0,0.0,1989,40.95446688791169,1013.0,598.1526041251948,7.901925464815169,0.12348776290187101,0.007514161711242003,-1.4137500623105743
7.2,-74.4,289002.0,2175.0,0.0,1990,40.95446688791169,1013.0,598.1526041251948,7.922642498173221,0.1448369886249077,0.00752589947474412,-1.4136945291378602
7.2,-74.4,295967.0,2219.0,0.0,1991,40.95446688791169,1013.0,598.1526041251948,7.943924628578812,0.16466691054638138,0.007497457486814408,-1.4138291401381935
7.2,-74.4,301649.0,2263.0,0.0,1992,40.95446688791169,1013.0,598.1526041251948,7.9647921428056945,0.18552814053287897,0.007502096807879356,-1.4138071719730858
7.2,-74.4,306717.0,2308.0,0.0,1993,40.95446688791169,1013.0,598.1526041251948,7.985721633883636,0.20735233800707892,0.007524851899307831,-1.413699484259828
7.2,-74.4,311379.0,2355.0,16647.0,1994,40.95446688791169,1013.0,598.1526041251948,8.007153441265968,0.17067955220399375,0.007563130461591822,-1.413518565398772
7.2,-74.4,317825.0,2402.0,0.0,1995,40.95446688791169,1013.0,598.1526041251948,8.028165030884093,0.2507032025029864,0.007557618186108708,-1.4135446005155041
7.2,-74.4,325135.0,2450.0,14576.0,1996,40.95446688791169,1013.0,598.1526041251948,8.049206810583561,0.2171170290104176,0.007535331477693881,-1.4136499248190584
7.2,-74.4,330987.0,2499.0,0.0,1997,40.95446688791169,1013.0,598.1526041251948,8.070269243244303,0.2905896236637669,0.007550145473991425,-1.4135799046403732
7.2,-74.4,338501.0,2549.0,0.0,1998,40.95446688791169,1013.0,598.1526041251948,8.091343315764492,0.3092781744598809,0.007530258403963356,-1.4136739133807112
7.2,-74.4,346625.0,2600.0,0.0,1999,40.95446688791169,1013.0,598.1526041251948,8.112420520140766,0.3271267586498238,0.007500901550667147,-1.4138128313554459
7.2,-74.4,353280.0,2652.0,0.0,2000,40.95446688791169,1013.0,598.1526041251948,8.133492834412687,0.34700755266747724,0.00750679347826087,-1.4137849366443542
7.2,-74.4,359709.0,2705.0,0.0,2001,40.95446688791169,1013.0,598.1526041251948,8.154552703593138,0.3671816827733204,0.007519967529308413,-1.4137225906451285
7.2,-74.4,367767.0,2759.0,0.0,2002,40.95446688791169,1013.0,598.1526041251948,8.175593020690542,0.38506141886439793,0.00750203253690516,-1.4138074762802255
7.2,-74.4,373762.0,2814.0,0.0,2003,40.95446688791169,1013.0,598.1526041251948,8.196607107914533,0.40576078756713746,0.007528855260834435,-1.4136805491969406
7.2,-74.4,382694.0,2870.0,19661.0,2004,40.95446688791169,1013.0,598.1526041251948,8.21758869814344,0.3515877124017078,0.007499464323976859,-1.4138196368103142
7.2,-74.4,389277.0,2928.0,0.0,2005,40.95446688791169,1013.0,598.1526041251948,8.238895718878064,0.4427457201220406,0.007521636264151234,-1.41371469586042
7.2,-74.4,396907.0,2986.0,0.0,2006,40.95446688791169,1013.0,598.1526041251948,8.25978805336614,0.46096627883704683,0.007523172934717705,-1.4137074263641225
7.2,-74.4,403416.0,3046.0,0.0,2007,40.95446688791169,1013.0,598.1526041251948,8.280981341083942,0.48129097214922595,0.007550518571400242,-1.4135781417134843
7.2,-74.4,412735.0,3107.0,0.0,2008,40.95446688791169,1013.0,598.1526041251948,8.3021074408792,0.4975972558395786,0.007527832628684264,-1.41368538572881
7.2,-74.4,419173.0,3169.0,0.0,2009,40.95446688791169,1013.0,598.1526041251948,8.323162327823068,0.5177808827029705,0.007560124340069614,-1.413532762911632
7.2,-74.4,425671.0,3232.0,0.0,2010,40.95446688791169,1013.0,598.1526041251948,8.344142274660443,0.5377517184537487,0.007592718320017102,-1.4133789214149846
7.2,-74.4,436185.0,3297.0,0.0,2011,40.95446688791169,1013.0,598.1526041251948,8.365367218201005,0.5525929398709264,0.007558719350734207,-1.4135393991049547
7.2,-74.4,443949.0,3363.0,0.0,2012,40.95446688791169,1013.0,598.1526041251948,8.386498095699233,0.5710900427585267,0.00757519444801092,-1.413461606822636
7.2,-74.4,452561.0,3430.0,0.0,2013,40.95446688791169,1013.0,598.1526041251948,8.407532424801225,0.588241502576269,0.007579088785821138,-1.4134432263589198
7.2,-74.4,462156.0,3499.0,0.0,2014,40.95446688791169,1013.0,598.1526041251948,8.428772802179619,0.6044061171073264,0.007571036619669549,-1.41348123422188
7.2,-74.4,470243.0,3569.0,0.0,2015,40.95446688791169,1013.0,598.1526041251948,8.449900546449879,0.6224696958019321,0.007589692988518702,-1.4133931919369565
7.2,-74.4,478191.0,3640.0,0.0,2016,40.95446688791169,1013.0,598.1526041251948,8.47091424572778,0.6405282508133385,0.00761202113799716,-1.4132879123161213
7.2,-74.4,488806.0,3713.0,0.0,2017,40.95446688791169,1013.0,598.1526041251948,8.492100076928319,0.6551991647239683,0.0075960606048207265,-1.4133631579216461
7.2,-74.4,498143.0,3787.0,0.0,2018,40.95446688791169,1013.0,598.1526041251948,8.513158476062133,0.6714239840826108,0.007602234699674591,-1.4133340443248463
7.2,-74.4,508703.0,3863.0,0.0,2019,40.95446688791169,1013.0,598.1526041251948,8.534365275552679,0.6862250740058314,0.007593821935392557,-1.4133737160989868
7.2,-74.4,520759.0,3940.0,0.0,2020,40.95446688791169,1013.0,598.1526041251948,8.55543310463586,0.6987033798750685,0.007565879802365394,-1.4135055821974256
7.2,-74.4,529352.0,4019.0,0.0,2021,40.95446688791169,1013.0,598.1526041251948,8.576627804779772,0.7162345229240491,0.00759230153092838,-1.413380887306357
24.7,-77.8,1112660.0,2478.0,0.0,1985,52.264150943396224,991.1698113207548,145.47051375038893,8.061293107323548,-0.545554359127802,0.002227095428972013,-1.4431373515673132
24.7,-77.8,1139364.0,2528.0,0.0,1986,52.264150943396224,991.1698113207548,145.47051375038893,8.082542600042673,-0.5531281607553555,0.0022187817062852607,-1.4431952916619208
24.7,-77.8,1158163.0,2578.0,0.0,1987,52.264150943396224,991.1698113207548,145.47051375038893,8.103379151905605,-0.5504579867977236,0.0022259388358978833,-1.443145407987903
24.7,-77.8,1183180.0,2630.0,0.0,1988,52.264150943396224,991.1698113207548,145.47051375038893,8.124628097003328,-0.5556925092817494,0.0022228232390675974,-1.4431671167616593
24.7,-77.8,1212167.0,2682.0,0.0,1989,52.264150943396224,991.1698113207548,145.47051375038893,8.145464248729391,-0.5671951880564635,0.002212566420303473,-1.4432386523870415
24.7,-77.8,1237987.0,2736.0,0.0,1990,52.264150943396224,991.1698113207548,145.47051375038893,8.166681798383085,-0.5736079207293207,0.002210039362287326,-1.4432562933851198
24.7,-77.8,1268936.0,2791.0,0.0,1991,52.264150943396224,991.1698113207548,145.47051375038893,8.187869406384907,-0.5872074545789518,0.0021994805096553333,-1.4433300725670513
24.7,-77.8,1293681.0,2846.0,0.0,1992,52.264150943396224,991.1698113207548,145.47051375038893,8.208646766501186,-0.5929264963120753,0.002199924092569961,-1.443326970803195
24.7,-77.8,1322271.0,2903.0,0.0,1993,52.264150943396224,991.1698113207548,145.47051375038893,8.229763471179721,-0.603380127635367,0.0021954652261147677,-1.4433581585821962
24.7,-77.8,1347923.0,2961.0,0.0,1994,52.264150943396224,991.1698113207548,145.47051375038893,8.250832545690848,-0.6098392392556208,0.002196713016989843,-1.4433494288156237
24.7,-77.8,1372725.0,3021.0,0.0,1995,52.264150943396224,991.1698113207548,145.47051375038893,8.272201583237063,-0.6145786908907694,0.0022007321204174177,-1.443321321160425
24.7,-77.8,1393865.0,3081.0,0.0,1996,52.264150943396224,991.1698113207548,145.47051375038893,8.293153641503032,-0.6149857274450244,0.002210400576813393,-1.4432537714102915
24.7,-77.8,1414912.0,3143.0,0.0,1997,52.264150943396224,991.1698113207548,145.47051375038893,8.314383054097423,-0.6147667836759997,0.0022213395603401485,-1.4431774580980665
24.7,-77.8,1447172.0,3206.0,0.0,1998,52.264150943396224,991.1698113207548,145.47051375038893,8.335533481569707,-0.6302767824253553,0.0022153551892933254,-1.4432191918562733
24.7,-77.8,1469024.0,3270.0,0.0,1999,52.264150943396224,991.1698113207548,145.47051375038893,8.356601555880415,-0.631475791684098,0.002225967717341582,-1.44314520679373
24.7,-77.8,1504869.0,3335.0,0.0,2000,52.264150943396224,991.1698113207548,145.47051375038893,8.377584177010496,-0.6522783580844801,0.0022161397437252014,-1.4432137184981053
24.7,-77.8,1529548.0,3402.0,0.0,2001,52.264150943396224,991.1698113207548,145.47051375038893,8.398791975448317,-0.6571617869076027,0.0022241864916955857,-1.4431576167366467
24.7,-77.8,1556163.0,3470.0,0.0,2002,52.264150943396224,991.1698113207548,145.47051375038893,8.419896762078338,-0.6649259926401025,0.002229843531815112,-1.4431182145804573
24.7,-77.8,1588686.0,3539.0,0.0,2003,52.264150943396224,991.1698113207548,145.47051375038893,8.440896591163034,-0.6810944983362854,0.00222762710818878,-1.443133648523021
24.7,-77.8,1619189.0,3610.0,0.0,2004,52.264150943396224,991.1698113207548,145.47051375038893,8.462085267382658,-0.6941198874895155,0.0022295111935666558,-1.4431205284885236
24.7,-77.8,1648173.0,3682.0,0.0,2005,52.264150943396224,991.1698113207548,145.47051375038893,8.483154287580568,-0.7052555707566553,0.0022339887863713336,-1.4430893624102972
24.7,-77.8,1677675.0,3756.0,0.0,2006,52.264150943396224,991.1698113207548,145.47051375038893,8.504386840701493,-0.7168212354184695,0.002238812642496312,-1.4430558083885403
24.7,-77.8,1715255.0,3831.0,0.0,2007,52.264150943396224,991.1698113207548,145.47051375038893,8.525486996636952,-0.7398594256379109,0.00223348714914109,-1.4430928530449658
24.7,-77.8,1756592.0,3908.0,0.0,2008,52.264150943396224,991.1698113207548,145.47051375038893,8.546727682964002,-0.76787367602158,0.002224762494648729,-1.4431536033321215
24.7,-77.8,1791549.0,3986.0,0.0,2009,52.264150943396224,991.1698113207548,145.47051375038893,8.567825034151452,-0.7872863494686375,0.002224890304423714,-1.443152712839219
24.7,-77.8,1820572.0,4065.0,0.0,2010,52.264150943396224,991.1698113207548,145.47051375038893,8.588779424627726,-0.798715153842157,0.002232814741740508,-1.4430975323720021
24.7,-77.8,1854070.0,4147.0,37570.0,2011,52.264150943396224,991.1698113207548,145.47051375038893,8.610106487290649,-0.952218288309388,0.0022367008796863115,-1.4430704946642838
24.7,-77.8,1894118.0,4230.0,0.0,2012,52.264150943396224,991.1698113207548,145.47051375038893,8.63127175105833,-0.842092473918124,0.002233229397534895,-1.4430946467023102
24.7,-77.8,1941092.0,4314.0,0.0,2013,52.264150943396224,991.1698113207548,145.47051375038893,8.652276602072476,-0.8784182154628076,0.0022224603470623753,-1.4431696459396215
24.7,-77.8,1975838.0,4401.0,0.0,2014,52.264150943396224,991.1698113207548,145.47051375038893,8.673608120976649,-0.8971591533227705,0.0022274093321416025,-1.443135165257667
24.7,-77.8,2024246.0,4489.0,0.0,2015,52.264150943396224,991.1698113207548,145.47051375038893,8.694763399389013,-0.9352341904114461,0.00221761584313369,-1.4432034223210062
24.7,-77.8,2061087.0,4578.0,0.0,2016,52.264150943396224,991.1698113207548,145.47051375038893,8.715744659720594,-0.957545766200503,0.002221158058830122,-1.4431787233259707
24.7,-77.8,2111790.0,4670.0,0.0,2017,52.264150943396224,991.1698113207548,145.47051375038893,8.737012006847934,-0.9986425779332403,0.002211394125362844,-1.4432468351985774
24.7,-77.8,2156982.0,4763.0,0.0,2018,52.264150943396224,991.1698113207548,145.47051375038893,8.758092175132003,-1.0324261233682397,0.002208177907836041,-1.4432692920090209
24.7,-77.8,2200985.0,4859.0,0.0,2019,52.264150943396224,991.1698113207548,145.47051375038893,8.779428282108999,-1.064108745788385,0.0022076479394452938,-1.4432729934399966
24.7,-77.8,2245665.0,4956.0,36871.0,2020,52.264150943396224,991.1698113207548,145.47051375038893,8.80056602162001,-1.2313375315002275,0.0022069186632912743,-1.4432780873476427
24.7,-77.8,2291027.0,5055.0,0.0,2021,52.264150943396224,991.1698113207548,145.47051375038893,8.821720515702474,-1.1310489588081822,0.0022064340577391713,-1.4432814725559417
40.5,-122.3,321356.0,1861.0,0.0,1985,40.95446688791169,1013.0,598.1526041251948,7.757079436266981,-0.6258103334281852,0.0057910852761423465,-1.4222359887398346
40.5,-122.3,328458.0,1898.0,0.0,1986,40.95446688791169,1013.0,598.1526041251948,7.777973182686619,-0.6067424255894301,0.0057785165835510174,-1.4223006235054534
40.5,-122.3,335618.0,1936.0,0.0,1987,40.95446688791169,1013.0,598.1526041251948,7.7990151492026305,-0.5874953582509217,0.005768462954907067,-1.4223523566703495
40.5,-122.3,341055.0,1975.0,0.0,1988,40.95446688791169,1013.0,598.1526041251948,7.820189005673036,-0.5656200699964515,0.005790854847458621,-1.422237173322739
40.5,-122.3,347058.0,2014.0,0.0,1989,40.95446688791169,1013.0,598.1526041251948,7.840952043176617,-0.5452837131705988,0.005803064617441465,-1.4221744262094385
40.5,-122.3,353548.0,2054.0,0.0,1990,40.95446688791169,1013.0,598.1526041251948,7.861837152284158,-0.5254113659140007,0.005809677893807913,-1.4221404575028154
40.5,-122.3,359417.0,2096.0,0.0,1991,40.95446688791169,1013.0,598.1526041251948,7.8833366408412795,-0.5035703943155371,0.005831666281784112,-1.4220276036741109
40.5,-122.3,367935.0,2137.0,0.0,1992,40.95446688791169,1013.0,598.1526041251948,7.903915873424506,-0.48708588361422017,0.005808091103048093,-1.4221486068395341
40.5,-122.3,375294.0,2180.0,0.0,1993,40.95446688791169,1013.0,598.1526041251948,7.925082328371212,-0.4679325112363116,0.0058087792504010185,-1.4221450726102614
40.5,-122.3,381036.0,2224.0,0.0,1994,40.95446688791169,1013.0,598.1526041251948,7.9463165120594095,-0.4464129762981211,0.005836718840214573,-1.422001690899892
40.5,-122.3,388656.0,2268.0,12112.0,1995,40.95446688791169,1013.0,598.1526041251948,7.967137934783859,-0.4720577334900426,0.005835494627639866,-1.4220079687959257
40.5,-122.3,397090.0,2314.0,0.0,1996,40.95446688791169,1013.0,598.1526041251948,7.988481595844945,-0.4102939972106133,0.005827394293485104,-1.4220495187491993
40.5,-122.3,406898.0,2360.0,0.0,1997,40.95446688791169,1013.0,598.1526041251948,8.009408398477472,-0.39499970654403493,0.005799979356005682,-1.4221902776823776
40.5,-122.3,416908.0,2407.0,0.0,1998,40.95446688791169,1013.0,598.1526041251948,8.030376255646967,-0.37991581215555065,0.005773456014276531,-1.4223266602028182
40.5,-122.3,425872.0,2455.0,0.0,1999,40.95446688791169,1013.0,598.1526041251948,8.051375095789906,-0.3633245493897081,0.005764642897396401,-1.4223720211304363
40.5,-122.3,435113.0,2504.0,0.0,2000,40.95446688791169,1013.0,598.1526041251948,8.072395387489134,-0.34708281672488706,0.005754826907033345,-1.4224225697798552
40.5,-122.3,442249.0,2554.0,0.0,2001,40.95446688791169,1013.0,598.1526041251948,8.093428121042281,-0.32789381549663416,0.005775027190564591,-1.4223185757034789
40.5,-122.3,452111.0,2606.0,0.0,2002,40.95446688791169,1013.0,598.1526041251948,8.114873176502249,-0.311752665247782,0.005764071212600446,-1.4223749643410006
40.5,-122.3,463052.0,2658.0,18869.0,2003,40.95446688791169,1013.0,598.1526041251948,8.13589782923539,-0.36613058927356884,0.0057401760493421905,-1.4224980671772816
40.5,-122.3,473934.0,2711.0,0.0,2004,40.95446688791169,1013.0,598.1526041251948,8.156910996590632,-0.2839369132254897,0.0057202057670477325,-1.422601074835508
40.5,-122.3,481706.0,2765.0,0.0,2005,40.95446688791169,1013.0,598.1526041251948,8.177905566932742,-0.2657089175714349,0.005740015694220126,-1.422498893842522
40.5,-122.3,490040.0,2820.0,0.0,2006,40.95446688791169,1013.0,598.1526041251948,8.198874856153413,-0.248309229345371,0.005754632274916334,-1.422423572338799
40.5,-122.3,499890.0,2877.0,0.0,2007,40.95446688791169,1013.0,598.1526041251948,8.22018279028626,-0.23240631400115752,0.005755266158554882,-1.4224203072147634
40.5,-122.3,511887.0,2934.0,0.0,2008,40.95446688791169,1013.0,598.1526041251948,8.241075946554032,-0.22024058318966633,0.005731733761552843,-1.4225415989765382
40.5,-122.3,520538.0,2993.0,0.0,2009,40.95446688791169,1013.0,598.1526041251948,8.262282267242998,-0.20285419355078133,0.005749820378147225,-1.422448362067229
40.5,-122.3,530376.0,3053.0,0.0,2010,40.95446688791169,1013.0,598.1526041251948,8.283426863925504,-0.187230371663339,0.005756293648279711,-1.422415014875119
40.5,-122.3,541355.0,3114.0,0.0,2011,40.95446688791169,1013.0,598.1526041251948,8.304505379393774,-0.17331301833496957,0.005752232823193653,-1.4224359329099643
40.5,-122.3,549908.0,3176.0,0.0,2012,40.95446688791169,1013.0,598.1526041251948,8.325513769807138,-0.1561463461475349,0.005775511540112164,-1.4223160836202264
40.5,-122.3,561236.0,3240.0,0.0,2013,40.95446688791169,1013.0,598.1526041251948,8.34677731527949,-0.14237804763117123,0.005772972510672872,-1.4223291482149159
40.5,-122.3,574369.0,3304.0,0.0,2014,40.95446688791169,1013.0,598.1526041251948,8.367628172275328,-0.1318672790376926,0.0057523995898107316,-1.4224350737729614
40.5,-122.3,587006.0,3370.0,0.0,2015,40.95446688791169,1013.0,598.1526041251948,8.388715070346082,-0.12023816892047483,0.0057409975366520954,-1.4224938323481189
40.5,-122.3,601094.0,3438.0,0.0,2016,40.95446688791169,1013.0,598.1526041251948,8.410016696516003,-0.11023883702501054,0.00571957131496904,-1.4226043492407154
40.5,-122.3,614318.0,3507.0,0.0,2017,40.95446688791169,1013.0,598.1526041251948,8.431208522602835,-0.09923430882016057,0.0057087697251260745,-1.4226601139388708
40.5,-122.3,626788.0,3577.0,21675.0,2018,40.95446688791169,1013.0,598.1526041251948,8.45228892068687,-0.16580112122366147,0.005706873775503041,-1.422669905498648
40.5,-122.3,641957.0,3648.0,0.0,2019,40.95446688791169,1013.0,598.1526041251948,8.47325644838882,-0.07948634675377307,0.005682623602515433,-1.4227952359359712
40.5,-122.3,652292.0,3721.0,0.0,2020,40.95446688791169,1013.0,598.1526041251948,8.494396639407583,-0.06454682860308919,0.005704500438453944,-1.4226821639648597
40.5,-122.3,665338.0,3796.0,0.0,2021,40.95446688791169,1013.0,598.1526041251948,8.515691739486622,-0.05309927711645491,0.005705370804012397,-1.4226776682724294
29.6,-81.3,958066.0,10316.0,0.0,1985,43.608247422680414,999.0824742268042,431.67458823644864,9.586861022769067,2.1529102756368697,0.010767525410566704,-1.3992513125185886
29.6,-81.3,973874.0,10522.0,0.0,1986,43.608247422680414,999.0824742268042,431.67458823644864,9.608131104150186,2.1601883538934255,0.010804272421278318,-1.399096285330233
29.6,-81.3,994326.0,10732.0,0.0,1987,43.608247422680414,999.0824742268042,431.67458823644864,9.629393114721216,2.16102329622839,0.010793240848574814,-1.3991428073719678
29.6,-81.3,1013516.0,10947.0,0.0,1988,43.608247422680414,999.0824742268042,431.67458823644864,9.650737954621796,2.163772541991072,0.010801013501513542,-1.3991100271842822
29.6,-81.3,1032063.0,11166.0,0.0,1989,43.608247422680414,999.0824742268042,431.67458823644864,9.672056523453419,2.1673803050551905,0.010819106973120827,-1.3990337492629323
29.6,-81.3,1051879.0,11389.0,0.0,1990,43.608247422680414,999.0824742268042,431.67458823644864,9.693342394450196,2.1691834643744783,0.010827290971680203,-1.398999260722303
29.6,-81.3,1071865.0,11617.0,0.0,1991,43.608247422680414,999.0824742268042,431.67458823644864,9.714682229656226,2.170862685946755,0.010838118606354344,-1.398953644249702
29.6,-81.3,1092766.0,11850.0,0.0,1992,43.608247422680414,999.0824742268042,431.67458823644864,9.736064988702601,2.1713652050708787,0.010844041633799002,-1.398928696856514
29.6,-81.3,1110687.0,12087.0,0.0,1993,43.608247422680414,999.0824742268042,431.67458823644864,9.757391112210676,2.17591166571713,0.010882453832627915,-1.398767012223436
29.6,-81.3,1133234.0,12328.0,0.0,1994,43.608247422680414,999.0824742268042,431.67458823644864,9.778655912233958,2.1739488099194,0.010878600536164641,-1.3987832233252975
29.6,-81.3,1151933.0,12575.0,0.0,1995,43.608247422680414,999.0824742268042,431.67458823644864,9.800026390946103,2.177525617058203,0.010916433507851585,-1.3986241361025644
29.6,-81.3,1177045.0,12826.0,0.0,1996,43.608247422680414,999.0824742268042,431.67458823644864,9.821320508345462,2.1720899354905088,0.010896779647337188,-1.3987067584576072
29.6,-81.3,1200468.0,13083.0,0.0,1997,43.608247422680414,999.0824742268042,431.67458823644864,9.842699499021705,2.169163637975951,0.010898249682623777,-1.3987005769765444
29.6,-81.3,1220036.0,13345.0,0.0,1998,43.608247422680414,999.0824742268042,431.67458823644864,9.864069753465866,2.1715796191975723,0.010938201823552748,-1.3985326800021771
